dataset,method,model,split,config,N,runs,observed_N_min,observed_N_mean,match_rate_mean,match_rate_std,log10_p_value_mean,log10_p_value_std,p_value_geomean
toolbench,rank,gemini-flash,G2_category,top5,100,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_category,top5,150,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_category,top5,200,3,12,13.333333333333334,1.0,0.0,-4.0137332755197495,0.3475994980615029,9.688727123829338e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_instruction,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_instruction,full_rank,20,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,30,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,50,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,80,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,100,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,150,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,full_rank,200,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_instruction,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_instruction,top10,20,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,30,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,50,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,80,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,100,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,150,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top10,200,3,12,15.333333333333334,1.0,0.0,-4.615793266847712,1.2532878135862944,2.422181780957334e-05
toolbench,rank,gemini-flash,G2_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_instruction,top2,10,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,20,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,30,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,50,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,80,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,100,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,150,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top2,200,3,6,7,1.0,0.0,-2.1072099696478683,0.5213992470922544,0.0078125
toolbench,rank,gemini-flash,G2_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_instruction,top3,10,3,6,8,1.0,0.0,-2.4082399653118496,0.6020599913279625,0.00390625
toolbench,rank,gemini-flash,G2_instruction,top3,20,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,30,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,50,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,80,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,100,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,150,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top3,200,3,6,9,1.0,0.0,-2.709269960975831,1.0853790848191864,0.0019531249999999996
toolbench,rank,gemini-flash,G2_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G2_instruction,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G2_instruction,top5,20,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,30,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,50,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,80,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,100,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,150,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G2_instruction,top5,200,3,10,11.333333333333334,1.0,0.0,-3.411673284191787,0.6951989961230055,0.0003875490849531736
toolbench,rank,gemini-flash,G3_instruction,full_rank,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G3_instruction,full_rank,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G3_instruction,full_rank,20,3,16,18.666666666666668,1.0,0.0,-5.619226585727649,0.6951989961230058,2.4031086919686764e-06
toolbench,rank,gemini-flash,G3_instruction,full_rank,30,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,full_rank,50,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,full_rank,80,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,full_rank,100,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,full_rank,150,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,full_rank,200,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G3_instruction,top10,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G3_instruction,top10,20,3,16,18.666666666666668,1.0,0.0,-5.619226585727649,0.6951989961230058,2.4031086919686764e-06
toolbench,rank,gemini-flash,G3_instruction,top10,30,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,50,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,80,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,100,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,150,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top10,200,3,16,20.333333333333332,1.0,0.0,-6.120943245167617,1.2165982432152598,7.569318065491679e-07
toolbench,rank,gemini-flash,G3_instruction,top2,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G3_instruction,top2,10,3,7,8.333333333333334,1.0,0.0,-2.508583297199843,0.4598309138608075,0.0031003926796253902
toolbench,rank,gemini-flash,G3_instruction,top2,20,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,30,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,50,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,80,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,100,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,150,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top2,200,3,7,9,1.0,0.0,-2.709269960975831,0.7964505056977462,0.0019531249999999996
toolbench,rank,gemini-flash,G3_instruction,top3,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G3_instruction,top3,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G3_instruction,top3,20,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,30,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,50,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,80,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,100,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,150,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top3,200,3,11,14.333333333333334,1.0,0.0,-4.314763271183731,1.0571826011794894,4.844363561914668e-05
toolbench,rank,gemini-flash,G3_instruction,top5,5,3,5,5,1.0,0.0,-1.505149978319906,0.0,0.031249999999999997
toolbench,rank,gemini-flash,G3_instruction,top5,10,3,10,10,1.0,0.0,-3.010299956639812,0.0,0.0009765624999999997
toolbench,rank,gemini-flash,G3_instruction,top5,20,3,15,18.333333333333332,1.0,0.0,-5.518883253839656,0.8689987451537573,3.0277272261966663e-06
toolbench,rank,gemini-flash,G3_instruction,top5,30,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
toolbench,rank,gemini-flash,G3_instruction,top5,50,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
toolbench,rank,gemini-flash,G3_instruction,top5,80,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
toolbench,rank,gemini-flash,G3_instruction,top5,100,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
toolbench,rank,gemini-flash,G3_instruction,top5,150,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
toolbench,rank,gemini-flash,G3_instruction,top5,200,3,15,19.666666666666668,1.0,0.0,-5.92025658139163,1.357419433540084,1.201554345984338e-06
